fecha,clae6,puestos
2011-02-01,265101,1970
2011-02-01,265102,1045
2011-02-01,265200,74
2011-02-01,266010,968
2011-02-01,266090,2789
2011-02-01,267001,1366
2011-02-01,267002,12
2011-02-01,268000,27
2011-02-01,271010,6351
2011-02-01,271020,3846
2011-02-01,272000,2049
2011-02-01,273110,68
2011-02-01,273190,3004
2011-02-01,274000,1756
2011-02-01,275010,4593
2011-02-01,275020,3970
2011-02-01,275091,1238
2011-02-01,275092,373
2011-02-01,275099,3146
2011-02-01,279000,5197
2011-02-01,281100,1354
2011-02-01,281201,2829
2011-02-01,281301,2880
2011-02-01,281400,1175
2011-02-01,281500,517
2011-02-01,281600,2974
2011-02-01,281700,401
2011-02-01,281900,6282
2011-02-01,282110,592
2011-02-01,282120,11626
2011-02-01,282130,1282
2011-02-01,282200,1349
2011-02-01,282300,1841
2011-02-01,282400,1619
2011-02-01,282500,3775
2011-02-01,282600,443
2011-02-01,282901,308
2011-02-01,282909,11647
2011-02-01,291000,29797
2011-02-01,292000,7558
2011-02-01,293011,875
2011-02-01,293090,44924
2011-02-01,301100,3526
2011-02-01,301200,1010
2011-02-01,302000,1814
2011-02-01,303000,338
2011-02-01,309100,1838
2011-02-01,309200,1102
2011-02-01,309900,438
2011-02-01,310010,15079
2011-02-01,310020,4240
2011-02-01,310030,3918
2011-02-01,321011,392
2011-02-01,321012,106
2011-02-01,321020,255
2011-02-01,322001,202
2011-02-01,323001,869
2011-02-01,324000,965
2011-02-01,329010,336
2011-02-01,329020,632
2011-02-01,329030,438
2011-02-01,329040,568
2011-02-01,329090,9404
2011-02-01,331101,816
2011-02-01,331210,951
2011-02-01,331220,311
2011-02-01,331290,2005
2011-02-01,331301,153
2011-02-01,331400,362
2011-02-01,331900,3708
2011-02-01,332000,580
2011-02-01,351110,4292
2011-02-01,351130,807
2011-02-01,351190,508
2011-02-01,351201,1026
2011-02-01,351310,-99
2011-02-01,351320,28927
2011-02-01,352010,55
2011-02-01,352020,5300
2011-02-01,353001,3
2011-02-01,360010,1874
2011-02-01,360020,6569
2011-02-01,370000,1047
2011-02-01,381100,18960
2011-02-01,381200,1890
2011-02-01,382010,1638
2011-02-01,382020,1663
2011-02-01,390000,685
2011-02-01,410011,123431
2011-02-01,410021,94484
2011-02-01,421000,52546
2011-02-01,422100,1397
2011-02-01,422200,41408
2011-02-01,429010,6004
2011-02-01,429090,33311
2011-02-01,431100,748
2011-02-01,431210,11656
2011-02-01,431220,739
2011-02-01,432110,501
2011-02-01,432190,19338
2011-02-01,432200,7092
2011-02-01,432910,1967
2011-02-01,432920,1219
2011-02-01,432990,6902
2011-02-01,433010,2442
2011-02-01,433020,2021
2011-02-01,433030,292
2011-02-01,433040,3001
2011-02-01,433090,417
2011-02-01,439100,1765
2011-02-01,439910,2601
2011-02-01,439990,12248
2011-02-01,451110,27723
2011-02-01,451190,7225
2011-02-01,451210,1658
2011-02-01,451290,757
2011-02-01,452101,3039
2011-02-01,452210,811
2011-02-01,452220,1307
2011-02-01,452300,1060
2011-02-01,452401,1547
2011-02-01,452500,214
2011-02-01,452600,3772
2011-02-01,452700,267
2011-02-01,452800,629
2011-02-01,452910,453
2011-02-01,452990,12178
2011-02-01,453100,13435
2011-02-01,453210,6010
2011-02-01,453220,632
2011-02-01,453291,12278
2011-02-01,453292,269
2011-02-01,454010,6066
2011-02-01,454020,195
2011-02-01,461011,25637
2011-02-01,461012,446
2011-02-01,461013,188
2011-02-01,461014,361
2011-02-01,461019,1795
2011-02-01,461021,5239
2011-02-01,461022,39
2011-02-01,461029,437
2011-02-01,461031,229
2011-02-01,461032,2095
2011-02-01,461039,1648
2011-02-01,461040,5657
2011-02-01,461091,370
2011-02-01,461092,115
2011-02-01,461093,223
2011-02-01,461094,400
2011-02-01,461095,181
2011-02-01,461099,4062
2011-02-01,462110,-99
2011-02-01,462120,1519
2011-02-01,462131,6263
2011-02-01,462132,709
2011-02-01,462190,956
2011-02-01,462201,314
2011-02-01,462209,364
2011-02-01,463111,3354
2011-02-01,463112,2677
2011-02-01,463121,2288
2011-02-01,463129,1486
2011-02-01,463130,969
2011-02-01,463140,11104
2011-02-01,463151,770
2011-02-01,463152,248
2011-02-01,463153,382
2011-02-01,463154,891
2011-02-01,463159,973
2011-02-01,463160,10081
2011-02-01,463170,1318
2011-02-01,463180,14891
2011-02-01,463191,1365
2011-02-01,463199,17193
2011-02-01,463211,2082
2011-02-01,463212,240
2011-02-01,463219,8664
2011-02-01,463220,5100
2011-02-01,463300,4354
2011-02-01,464111,2351
2011-02-01,464112,1086
2011-02-01,464113,946
2011-02-01,464114,297
2011-02-01,464119,1123
2011-02-01,464121,59
2011-02-01,464122,338
2011-02-01,464129,5671
2011-02-01,464130,3164
2011-02-01,464141,101
2011-02-01,464142,279
2011-02-01,464149,1091
2011-02-01,464150,406
2011-02-01,464211,2056
2011-02-01,464212,1651
2011-02-01,464221,2023
2011-02-01,464222,831
2011-02-01,464223,4658
2011-02-01,464310,18819
2011-02-01,464320,7134
2011-02-01,464330,2724
2011-02-01,464340,1092
2011-02-01,464410,1810
2011-02-01,464420,3032
2011-02-01,464501,2120
2011-02-01,464502,2179
2011-02-01,464610,362
2011-02-01,464620,1895
2011-02-01,464631,338
2011-02-01,464632,2756
2011-02-01,464910,284
2011-02-01,464920,4595
2011-02-01,464930,1677
2011-02-01,464940,621
2011-02-01,464950,906
2011-02-01,464991,503
2011-02-01,464999,2016
2011-02-01,465100,9366
2011-02-01,465210,2682
2011-02-01,465220,581
2011-02-01,465310,2879
2011-02-01,465320,444
2011-02-01,465330,430
2011-02-01,465340,1408
2011-02-01,465350,2077
2011-02-01,465360,45
2011-02-01,465390,3793
2011-02-01,465400,2340
2011-02-01,465500,100
2011-02-01,465610,589
2011-02-01,465690,899
2011-02-01,465910,1829
2011-02-01,465920,334
2011-02-01,465930,2850
2011-02-01,465990,9214
2011-02-01,466110,4862
2011-02-01,466121,2690
2011-02-01,466129,1140
2011-02-01,466200,3705
2011-02-01,466310,251
2011-02-01,466320,2744
2011-02-01,466330,7450
2011-02-01,466340,1389
2011-02-01,466350,963
2011-02-01,466360,2302
2011-02-01,466370,229
2011-02-01,466391,804
2011-02-01,466399,8416
2011-02-01,466910,60
2011-02-01,466920,712
2011-02-01,466931,966
2011-02-01,466932,4893
2011-02-01,466939,1125
2011-02-01,466940,1672
2011-02-01,466990,846
2011-02-01,469010,623
2011-02-01,469090,25243
2011-02-01,471110,61662
2011-02-01,471120,76614
2011-02-01,471130,18379
2011-02-01,471190,10462
2011-02-01,471900,7545
2011-02-01,472111,1937
2011-02-01,472112,2386
2011-02-01,472120,7327
2011-02-01,472130,10863
2011-02-01,472140,3192
2011-02-01,472150,823
2011-02-01,472160,3224
2011-02-01,472171,16493
2011-02-01,472172,3088
2011-02-01,472190,14071
2011-02-01,472200,2205
2011-02-01,472300,133
2011-02-01,473000,54792
2011-02-01,474010,7034
2011-02-01,474020,1526
2011-02-01,475110,2237
2011-02-01,475120,998
2011-02-01,475190,2687
2011-02-01,475210,1161
2011-02-01,475220,2792
2011-02-01,475230,12368
2011-02-01,475240,6347
2011-02-01,475250,1619
2011-02-01,475260,1254
2011-02-01,475270,716
2011-02-01,475290,22382
2011-02-01,475300,25464
2011-02-01,475410,6651
2011-02-01,475420,1085
2011-02-01,475430,3594
2011-02-01,475440,6274
2011-02-01,475490,14029
2011-02-01,476110,4104
2011-02-01,476120,703
2011-02-01,476130,7994
2011-02-01,476200,286
2011-02-01,476310,4810
2011-02-01,476320,515
2011-02-01,476400,5587
2011-02-01,477110,3848
2011-02-01,477120,605
2011-02-01,477130,4409
2011-02-01,477140,8408
2011-02-01,477150,1026
2011-02-01,477190,46663
2011-02-01,477210,1663
2011-02-01,477220,12314
2011-02-01,477230,5126
2011-02-01,477290,3992
2011-02-01,477310,35999
2011-02-01,477320,11722
2011-02-01,477330,3134
2011-02-01,477410,5662
2011-02-01,477420,3085
2011-02-01,477430,874
2011-02-01,477440,3922
2011-02-01,477450,2183
2011-02-01,477460,2641
2011-02-01,477470,2733
2011-02-01,477480,192
2011-02-01,477490,18746
2011-02-01,477810,155
2011-02-01,477820,51
2011-02-01,477830,226
2011-02-01,477840,5
2011-02-01,477890,335
2011-02-01,478010,405
2011-02-01,478090,142
2011-02-01,479101,860
2011-02-01,479109,1864
2011-02-01,479900,2960
2011-02-01,491110,6437
2011-02-01,491120,649
2011-02-01,491200,5447
2011-02-01,492110,69265
2011-02-01,492120,34895
2011-02-01,492130,446
2011-02-01,492140,2311
2011-02-01,492150,31134
2011-02-01,492160,509
2011-02-01,492170,876
2011-02-01,492180,3941
2011-02-01,492190,7299
2011-02-01,492210,724
2011-02-01,492221,2865
2011-02-01,492229,14336
2011-02-01,492230,1362
2011-02-01,492240,3281
2011-02-01,492250,2761
2011-02-01,492280,19731
2011-02-01,492290,90593
2011-02-01,493110,283
2011-02-01,493200,1526
2011-02-01,501100,279
2011-02-01,501200,3081
2011-02-01,502101,1217
2011-02-01,502200,2459
2011-02-01,511000,5224
2011-02-01,512000,586
2011-02-01,521010,4165
2011-02-01,521020,3988
2011-02-01,521030,58
2011-02-01,522010,892
2011-02-01,522020,1476
2011-02-01,522091,129
2011-02-01,522092,918
2011-02-01,522099,4267
2011-02-01,523011,4126
2011-02-01,523019,331
2011-02-01,523020,1007
2011-02-01,523031,258
2011-02-01,523039,846
2011-02-01,523090,18237
2011-02-01,524110,386
2011-02-01,524120,8518
2011-02-01,524130,835
2011-02-01,524190,4420
2011-02-01,524210,481
2011-02-01,524220,395
2011-02-01,524230,1064
2011-02-01,524290,10343
2011-02-01,524310,2067
2011-02-01,524320,10
2011-02-01,524330,402
2011-02-01,524390,2121
2011-02-01,530010,10023
2011-02-01,530090,2155
2011-02-01,551010,6289
2011-02-01,551021,354
2011-02-01,551022,38103
2011-02-01,551023,21129
2011-02-01,551090,2387
2011-02-01,552000,722
2011-02-01,561011,48044
2011-02-01,561012,5393
2011-02-01,561013,41534
2011-02-01,561014,5668
2011-02-01,561019,47204
2011-02-01,561020,4739
2011-02-01,561030,8574
2011-02-01,561040,684
2011-02-01,562010,19311
2011-02-01,562091,5773
2011-02-01,562099,865
2011-02-01,581100,7557
2011-02-01,581300,14591
2011-02-01,581900,565
2011-02-01,591110,6037
2011-02-01,591120,299
2011-02-01,591200,704
2011-02-01,591300,3444
2011-02-01,592000,182
2011-02-01,601000,5637
2011-02-01,602100,4638
2011-02-01,602200,13174
2011-02-01,602310,5453
2011-02-01,602320,3567
2011-02-01,602900,1344
2011-02-01,611010,696
2011-02-01,611090,25835
2011-02-01,612000,8586
2011-02-01,613000,325
2011-02-01,614010,4300
2011-02-01,614090,572
2011-02-01,619000,6498
2011-02-01,620100,38837
2011-02-01,620200,909
2011-02-01,620300,393
2011-02-01,620900,36075
2011-02-01,631110,5603
2011-02-01,631120,59
2011-02-01,631190,1093
2011-02-01,631200,121
2011-02-01,639100,543
2011-02-01,639900,386
2011-02-01,641100,-99
2011-02-01,641910,7720
2011-02-01,641930,52034
2011-02-01,641941,2506
2011-02-01,641942,196
2011-02-01,641943,478
2011-02-01,642000,44
2011-02-01,643001,81
2011-02-01,643009,-99
2011-02-01,649100,152
2011-02-01,649210,643
2011-02-01,649220,11354
2011-02-01,649290,8447
2011-02-01,649910,150
2011-02-01,649991,325
2011-02-01,649999,4581
2011-02-01,651110,10433
2011-02-01,651120,5319
2011-02-01,651130,528
2011-02-01,651210,10115
2011-02-01,651220,14461
2011-02-01,651310,33699
2011-02-01,651320,306
2011-02-01,652000,72
2011-02-01,653000,114
2011-02-01,661111,562
2011-02-01,661121,38
2011-02-01,661131,616
2011-02-01,661910,1765
2011-02-01,661920,1360
2011-02-01,661930,114
2011-02-01,661991,73
2011-02-01,661992,11
2011-02-01,661999,1735
2011-02-01,662010,237
2011-02-01,662020,8088
2011-02-01,662090,1879
2011-02-01,663000,596
2011-02-01,681010,3033
2011-02-01,681020,189
2011-02-01,681098,49412
2011-02-01,681099,11488
2011-02-01,682010,7208
2011-02-01,682091,2205
2011-02-01,682099,15776
2011-02-01,691001,19506
2011-02-01,691002,6017
2011-02-01,692000,31840
2011-02-01,702010,912
2011-02-01,702091,11321
2011-02-01,702092,17124
2011-02-01,702099,34006
2011-02-01,711001,14840
2011-02-01,711002,1844
2011-02-01,711003,7229
2011-02-01,711009,16191
2011-02-01,712000,4184
2011-02-01,721010,773
2011-02-01,721020,1525
2011-02-01,721030,462
2011-02-01,721090,254
2011-02-01,722010,798
2011-02-01,722020,207
2011-02-01,731001,2358
2011-02-01,731009,14428
2011-02-01,732000,3351
2011-02-01,741000,982
2011-02-01,742000,1382
2011-02-01,749001,357
2011-02-01,749002,78
2011-02-01,749003,53
2011-02-01,749009,4532
2011-02-01,750000,1938
2011-02-01,771110,726
2011-02-01,771190,2163
2011-02-01,771210,258
2011-02-01,771220,13
2011-02-01,771290,1000
2011-02-01,772010,63
2011-02-01,772091,88
2011-02-01,772099,637
2011-02-01,773010,394
2011-02-01,773020,45
2011-02-01,773030,1440
2011-02-01,773040,726
2011-02-01,773090,4724
2011-02-01,774000,504
2011-02-01,780000,95181
2011-02-01,791100,10180
2011-02-01,791200,5586
2011-02-01,791901,171
2011-02-01,791909,3609
2011-02-01,801010,6786
2011-02-01,801020,1865
2011-02-01,801090,132841
2011-02-01,811000,264
2011-02-01,812010,92940
2011-02-01,812020,834
2011-02-01,812090,7840
2011-02-01,813000,4259
2011-02-01,821100,1487
2011-02-01,821900,2413
2011-02-01,822000,55520
2011-02-01,823000,1051
2011-02-01,829100,287
2011-02-01,829200,3398
2011-02-01,829900,96792
2011-02-01,851010,3882
2011-02-01,851020,226889
2011-02-01,852100,56928
2011-02-01,852200,10983
2011-02-01,853100,16572
2011-02-01,853201,36640
2011-02-01,853300,2288
2011-02-01,854910,3233
2011-02-01,854920,149
2011-02-01,854930,2518
2011-02-01,854940,7706
2011-02-01,854950,631
2011-02-01,854960,449
2011-02-01,854990,7327
2011-02-01,855000,437
2011-02-01,861010,66228
2011-02-01,861020,3311
2011-02-01,862110,6573
2011-02-01,862120,962
2011-02-01,862130,1066
2011-02-01,862200,7611
2011-02-01,863110,7617
2011-02-01,863120,8473
2011-02-01,863190,3130
2011-02-01,863200,9943
2011-02-01,863300,7884
2011-02-01,864000,11790
2011-02-01,869010,715
2011-02-01,869090,82849
2011-02-01,870100,1068
2011-02-01,870210,17152
2011-02-01,870220,2910
2011-02-01,870910,636
2011-02-01,870920,352
2011-02-01,870990,1041
2011-02-01,880000,2657
2011-02-01,900011,1896
2011-02-01,900021,786
2011-02-01,900030,1411
2011-02-01,900040,34
2011-02-01,900091,610
2011-02-01,910100,716
2011-02-01,910200,382
2011-02-01,910300,1125
2011-02-01,910900,589
2011-02-01,920001,4095
2011-02-01,920009,34625
2011-02-01,931010,24399
2011-02-01,931020,3243
2011-02-01,931030,647
2011-02-01,931041,46
2011-02-01,931042,1225
2011-02-01,931050,896
2011-02-01,931090,967
2011-02-01,939010,1115
2011-02-01,939020,1591
2011-02-01,939030,3576
2011-02-01,939090,4875
2011-02-01,941100,5405
2011-02-01,941200,5476
2011-02-01,942000,30911
2011-02-01,949100,39094
2011-02-01,949200,186
2011-02-01,949910,5938
2011-02-01,949920,61270
2011-02-01,949930,1515
2011-02-01,949990,95204
2011-02-01,951100,1627
2011-02-01,951200,738
2011-02-01,952100,1916
2011-02-01,952200,391
2011-02-01,952300,129
2011-02-01,952910,311
2011-02-01,952920,186
2011-02-01,952990,486
2011-02-01,960101,202
2011-02-01,960102,5503
2011-02-01,960201,10109
2011-02-01,960202,2476
2011-02-01,960300,5214
2011-02-01,960910,1140
2011-02-01,960990,39500
2011-02-01,999999,12105
2011-03-01,11111,3545
2011-03-01,11112,4141
2011-03-01,11119,22739
2011-03-01,11121,2319
2011-03-01,11129,1139
2011-03-01,11130,631
2011-03-01,11211,31719
2011-03-01,11291,483
2011-03-01,11299,12267
2011-03-01,11310,4396
2011-03-01,11321,1207
2011-03-01,11329,6650
2011-03-01,11331,3920
2011-03-01,11341,408
2011-03-01,11342,1322
2011-03-01,11400,17700
2011-03-01,11501,3605
2011-03-01,11509,-99
2011-03-01,11911,795
2011-03-01,11912,1242
2011-03-01,11990,147
2011-03-01,12110,32374
2011-03-01,12121,706
2011-03-01,12200,5762
2011-03-01,12311,28818
2011-03-01,12319,581
2011-03-01,12320,4056
2011-03-01,12410,157
2011-03-01,12420,777
2011-03-01,12490,2712
2011-03-01,12510,4351
2011-03-01,12590,15
2011-03-01,12600,2990
2011-03-01,12701,3008
2011-03-01,12709,522
2011-03-01,12800,175
2011-03-01,12900,619
2011-03-01,13011,1636
2011-03-01,13012,1076
2011-03-01,13013,530
2011-03-01,13019,1490
2011-03-01,13020,1426
2011-03-01,14113,57476
2011-03-01,14114,5935
2011-03-01,14115,2272
2011-03-01,14121,1208
2011-03-01,14211,561
2011-03-01,14221,1686
2011-03-01,14410,3360
2011-03-01,14420,49
2011-03-01,14430,48
2011-03-01,14510,2251
2011-03-01,14520,168
2011-03-01,14610,12022
2011-03-01,14620,47
2011-03-01,14710,427
2011-03-01,14720,-99
2011-03-01,14810,4375
2011-03-01,14820,5046
2011-03-01,14910,696
2011-03-01,14920,12
2011-03-01,14930,69
2011-03-01,14990,647
2011-03-01,16111,2698
2011-03-01,16112,1577
2011-03-01,16113,496
2011-03-01,16119,2373
2011-03-01,16120,6733
2011-03-01,16130,16257
2011-03-01,16140,341
2011-03-01,16150,179
2011-03-01,16190,3955
2011-03-01,16210,193
2011-03-01,16220,280
2011-03-01,16230,29
2011-03-01,16291,1209
2011-03-01,16292,293
2011-03-01,16299,855
2011-03-01,17010,76
2011-03-01,17020,66
2011-03-01,21010,1029
2011-03-01,21020,180
2011-03-01,21030,440
2011-03-01,22010,2507
2011-03-01,22020,2185
2011-03-01,24010,2417
2011-03-01,24020,1859
2011-03-01,31110,5672
2011-03-01,31120,8185
2011-03-01,31130,-99
2011-03-01,31200,340
2011-03-01,31300,387
2011-03-01,32000,85
2011-03-01,51000,192
2011-03-01,61000,8916
2011-03-01,62000,1038
2011-03-01,71000,-99
2011-03-01,72910,3813
2011-03-01,72990,5004
2011-03-01,81100,337
2011-03-01,81200,934
2011-03-01,81300,4017
2011-03-01,81400,561
2011-03-01,89110,16
2011-03-01,89120,586
2011-03-01,89200,29
2011-03-01,89300,1443
2011-03-01,89900,3213
2011-03-01,91000,41629
2011-03-01,99000,1808
2011-03-01,101011,19622
2011-03-01,101012,11865
2011-03-01,101013,140
2011-03-01,101020,20368
2011-03-01,101030,11793
2011-03-01,101040,3234
2011-03-01,101091,1587
2011-03-01,101099,3208
2011-03-01,102001,9545
2011-03-01,102002,284
2011-03-01,102003,278
2011-03-01,103011,8946
2011-03-01,103012,1655
2011-03-01,103020,6750
2011-03-01,103030,2807
2011-03-01,103091,1669
2011-03-01,103099,7818
2011-03-01,104011,12430
2011-03-01,104012,2094
2011-03-01,104013,6802
2011-03-01,104020,-99
2011-03-01,105010,12479
2011-03-01,105020,7841
2011-03-01,105030,5381
2011-03-01,105090,5768
2011-03-01,106110,7375
2011-03-01,106120,1958
2011-03-01,106131,1258
2011-03-01,106139,909
2011-03-01,106200,1037
2011-03-01,107110,10894
2011-03-01,107121,14355
2011-03-01,107129,22062
2011-03-01,107200,15528
2011-03-01,107301,2707
2011-03-01,107309,12067
2011-03-01,107410,7639
2011-03-01,107420,1532
2011-03-01,107500,679
2011-03-01,107911,3254
2011-03-01,107912,843
2011-03-01,107920,2483
2011-03-01,107930,5839
2011-03-01,107991,986
2011-03-01,107992,264
2011-03-01,107999,19379
2011-03-01,108000,5487
2011-03-01,109000,270
2011-03-01,110100,1516
2011-03-01,110211,436
2011-03-01,110212,26147
2011-03-01,110290,653
2011-03-01,110300,7057
2011-03-01,110411,4074
2011-03-01,110412,5187
2011-03-01,110420,9675
2011-03-01,110491,765
2011-03-01,110492,7277
2011-03-01,120010,1886
2011-03-01,120091,3850
2011-03-01,120099,2125
2011-03-01,131110,2299
2011-03-01,131120,619
2011-03-01,131131,1347
2011-03-01,131132,6335
2011-03-01,131139,2722
2011-03-01,131201,201
2011-03-01,131202,4405
2011-03-01,131209,6803
2011-03-01,131300,7698
2011-03-01,139100,3561
2011-03-01,139201,982
2011-03-01,139202,1285
2011-03-01,139203,930
2011-03-01,139204,990
2011-03-01,139209,4824
2011-03-01,139300,718
2011-03-01,139400,782
2011-03-01,139900,14063
2011-03-01,141110,5221
2011-03-01,141120,4751
2011-03-01,141130,4378
2011-03-01,141140,460
2011-03-01,141191,1055
2011-03-01,141199,31711
2011-03-01,141201,618
2011-03-01,141202,530
2011-03-01,142000,171
2011-03-01,143010,2458
2011-03-01,143020,3574
2011-03-01,149000,581
2011-03-01,151100,10995
2011-03-01,151200,2821
2011-03-01,152011,9647
2011-03-01,152021,6388
2011-03-01,152031,13348
2011-03-01,152040,3323
2011-03-01,161001,4031
2011-03-01,161002,10707
2011-03-01,162100,2833
2011-03-01,162201,3507
2011-03-01,162202,1059
2011-03-01,162300,647
2011-03-01,162901,628
2011-03-01,162902,317
2011-03-01,162903,150
2011-03-01,162909,6738
2011-03-01,170101,1849
2011-03-01,170102,7136
2011-03-01,170201,2699
2011-03-01,170202,8576
2011-03-01,170910,6240
2011-03-01,170990,8906
2011-03-01,181101,5407
2011-03-01,181109,16126
2011-03-01,181200,5132
2011-03-01,182000,105
2011-03-01,191000,175
2011-03-01,192000,6367
2011-03-01,201110,1693
2011-03-01,201120,1071
2011-03-01,201130,701
2011-03-01,201140,-99
2011-03-01,201180,853
2011-03-01,201190,1855
2011-03-01,201210,799
2011-03-01,201220,545
2011-03-01,201300,667
2011-03-01,201401,2594
2011-03-01,201409,1501
2011-03-01,202101,5791
2011-03-01,202200,6935
2011-03-01,202311,2410
2011-03-01,202312,6342
2011-03-01,202320,10120
2011-03-01,202906,574
2011-03-01,202907,966
2011-03-01,202908,15300
2011-03-01,203000,259
2011-03-01,204000,62
2011-03-01,210010,29578
2011-03-01,210020,2758
2011-03-01,210030,811
2011-03-01,210090,1827
2011-03-01,221110,4370
2011-03-01,221120,1208
2011-03-01,221901,2139
2011-03-01,221909,5724
2011-03-01,222010,17744
2011-03-01,222090,35588
2011-03-01,231010,3280
2011-03-01,231020,1352
2011-03-01,231090,2745
2011-03-01,239100,574
2011-03-01,239201,2795
2011-03-01,239202,3923
2011-03-01,239209,2182
2011-03-01,239310,2332
2011-03-01,239391,686
2011-03-01,239399,693
2011-03-01,239410,4212
2011-03-01,239421,209
2011-03-01,239422,2309
2011-03-01,239510,1225
2011-03-01,239591,2483
2011-03-01,239592,5953
2011-03-01,239593,2015
2011-03-01,239600,2274
2011-03-01,239900,5636
2011-03-01,241001,1463
2011-03-01,241009,25870
2011-03-01,242010,3150
2011-03-01,242090,1713
2011-03-01,243100,4915
2011-03-01,243200,4662
2011-03-01,251101,10730
2011-03-01,251102,14090
2011-03-01,251200,4530
2011-03-01,251300,107
2011-03-01,252000,324
2011-03-01,259100,6233
2011-03-01,259200,4516
2011-03-01,259301,1192
2011-03-01,259302,625
2011-03-01,259309,2602
2011-03-01,259910,3829
2011-03-01,259991,580
2011-03-01,259992,164
2011-03-01,259993,14092
2011-03-01,259999,31063
2011-03-01,261000,645
2011-03-01,262000,2625
2011-03-01,263000,2044
2011-03-01,264000,6457
2011-03-01,265101,1964
2011-03-01,265102,1073
2011-03-01,265200,76
2011-03-01,266010,951
2011-03-01,266090,2747
2011-03-01,267001,1407
2011-03-01,267002,12
2011-03-01,268000,27
2011-03-01,271010,6363
2011-03-01,271020,3904
2011-03-01,272000,2056
2011-03-01,273110,70
2011-03-01,273190,3002
2011-03-01,274000,1745
2011-03-01,275010,4670
2011-03-01,275020,3954
2011-03-01,275091,1230
2011-03-01,275092,387
2011-03-01,275099,3214
2011-03-01,279000,5146
2011-03-01,281100,743
2011-03-01,281201,2850
2011-03-01,281301,2888
2011-03-01,281400,1198
2011-03-01,281500,549
2011-03-01,281600,3052
2011-03-01,281700,400
2011-03-01,281900,6203
2011-03-01,282110,591
2011-03-01,282120,11931
2011-03-01,282130,1215
2011-03-01,282200,1370
2011-03-01,282300,1821
2011-03-01,282400,1623
2011-03-01,282500,3776
2011-03-01,282600,441
2011-03-01,282901,306
2011-03-01,282909,11817
2011-03-01,291000,30079
2011-03-01,292000,7679
2011-03-01,293011,884
2011-03-01,293090,45046
2011-03-01,301100,3540
2011-03-01,301200,1013
2011-03-01,302000,1808
2011-03-01,303000,349
2011-03-01,309100,1862
2011-03-01,309200,1105
2011-03-01,309900,441
2011-03-01,310010,15182
2011-03-01,310020,4356
2011-03-01,310030,3945
2011-03-01,321011,398
2011-03-01,321012,103
2011-03-01,321020,255
2011-03-01,322001,212
2011-03-01,323001,908
2011-03-01,324000,957
2011-03-01,329010,333
2011-03-01,329020,630
2011-03-01,329030,426
2011-03-01,329040,416
2011-03-01,329090,9485
2011-03-01,331101,921
2011-03-01,331210,889
2011-03-01,331220,313
2011-03-01,331290,2040
2011-03-01,331301,115
2011-03-01,331400,401
2011-03-01,331900,4110
2011-03-01,332000,1155
2011-03-01,351110,4314
2011-03-01,351130,799
2011-03-01,351190,519
2011-03-01,351201,1026
2011-03-01,351310,-99
2011-03-01,351320,28911
2011-03-01,352010,54
2011-03-01,352020,5343
2011-03-01,353001,4
2011-03-01,360010,1891
2011-03-01,360020,6596
2011-03-01,370000,1026
2011-03-01,381100,19002
2011-03-01,381200,1892
2011-03-01,382010,1668
2011-03-01,382020,1662
2011-03-01,390000,669
2011-03-01,410011,125714
2011-03-01,410021,96891
2011-03-01,421000,53677
2011-03-01,422100,1423
2011-03-01,422200,41950
2011-03-01,429010,6083
2011-03-01,429090,33473
2011-03-01,431100,762
2011-03-01,431210,11937
2011-03-01,431220,726
2011-03-01,432110,507
2011-03-01,432190,19474
2011-03-01,432200,7216
2011-03-01,432910,1845
2011-03-01,432920,1230
2011-03-01,432990,6954
2011-03-01,433010,2480
2011-03-01,433020,1977
2011-03-01,433030,298
2011-03-01,433040,2941
2011-03-01,433090,398
2011-03-01,439100,1797
2011-03-01,439910,2567
2011-03-01,439990,12538
2011-03-01,451110,28179
2011-03-01,451190,7266
2011-03-01,451210,1666
2011-03-01,451290,769
2011-03-01,452101,2951
2011-03-01,452210,788
2011-03-01,452220,1273
2011-03-01,452300,1142
2011-03-01,452401,1517
2011-03-01,452500,211
2011-03-01,452600,3765
2011-03-01,452700,275
2011-03-01,452800,630
2011-03-01,452910,415
2011-03-01,452990,12128
2011-03-01,453100,13514
2011-03-01,453210,6049
2011-03-01,453220,648
2011-03-01,453291,12385
2011-03-01,453292,234
2011-03-01,454010,6125
2011-03-01,454020,190
2011-03-01,461011,27759
2011-03-01,461012,448
2011-03-01,461013,186
2011-03-01,461014,440
2011-03-01,461019,1947
2011-03-01,461021,5412
2011-03-01,461022,36
2011-03-01,461029,438
2011-03-01,461031,224
2011-03-01,461032,2063
2011-03-01,461039,1665
2011-03-01,461040,5674
2011-03-01,461091,362
2011-03-01,461092,116
2011-03-01,461093,218
2011-03-01,461094,369
2011-03-01,461095,172
2011-03-01,461099,4113
2011-03-01,462110,-99
2011-03-01,462120,1566
2011-03-01,462131,6335
2011-03-01,462132,794
2011-03-01,462190,1075
2011-03-01,462201,340
2011-03-01,462209,345
2011-03-01,463111,3185
2011-03-01,463112,2838
2011-03-01,463121,2217
2011-03-01,463129,1572
2011-03-01,463130,983
2011-03-01,463140,11558
2011-03-01,463151,737
2011-03-01,463152,243
2011-03-01,463153,371
2011-03-01,463154,970
2011-03-01,463159,1030
2011-03-01,463160,10142
2011-03-01,463170,1335
2011-03-01,463180,14748
2011-03-01,463191,1417
2011-03-01,463199,17532
